Id,WnvPresent
1,0.0016698151527745552
2,0.0016698151527745552
3,0.0010347797560947456
4,0.0010347797560947456
5,0.0010347797560947456
6,0.0010347797560947456
7,0.0016698151527745552
8,0.0010347797560947456
9,0.00017148187261507774
10,0.00017148187261507774
11,0.00014622316167184156
12,0.00014622316167184156
13,0.00014622316167184156
14,0.00014622316167184156
15,0.00017148187261507774
16,0.00014622316167184156
17,0.001098669852061154
18,0.001098669852061154
19,0.0006566280484846939
20,0.0006566280484846939
21,0.0006566280484846939
22,0.0006566280484846939
23,0.001098669852061154
24,0.0006566280484846939
113,0.0003549737675517007
114,0.0003549737675517007
115,0.00028407564601275057
116,0.00028407564601275057
117,0.00028407564601275057
118,0.00028407564601275057
119,0.0003549737675517007
120,0.00028407564601275057
145,0.0005914220520151551
146,0.0005914220520151551
147,0.0005215676135729485
148,0.0005215676135729485
149,0.0005215676135729485
150,0.0005215676135729485
151,0.0005914220520151551
152,0.0005215676135729485
153,0.0032140670291246295
154,0.0032140670291246295
155,0.0018973183087733101
156,0.0018973183087733101
157,0.0018973183087733101
158,0.0018973183087733101
159,0.0032140670291246295
160,0.0018973183087733101
161,0.00029015185333932324
162,0.00029015185333932324
163,0.00015600337927186914
164,0.00015600337927186914
165,0.00015600337927186914
166,0.00015600337927186914
167,0.00029015185333932324
168,0.00015600337927186914
177,0.000332843808414437
178,0.000332843808414437
179,0.000257534252871943
180,0.000257534252871943
181,0.000257534252871943
182,0.000257534252871943
183,0.000332843808414437
184,0.000257534252871943
249,0.0007895255405501691
250,0.0007895255405501691
251,0.0006109498934855776
252,0.0006109498934855776
253,0.0006109498934855776
254,0.0006109498934855776
255,0.0007895255405501691
256,0.0006109498934855776
361,0.0017894857221449824
362,0.0017894857221449824
363,0.001385051625617
364,0.001385051625617
365,0.001385051625617
366,0.001385051625617
367,0.0017894857221449824
368,0.001385051625617
369,0.0006983299346479133
370,0.0006983299346479133
371,0.0005755771233013759
372,0.0005755771233013759
373,0.0005755771233013759
374,0.0005755771233013759
375,0.0006983299346479133
376,0.0005755771233013759
377,0.0003206802632852367
378,0.0003206802632852367
379,0.00026377926216579294
380,0.00026377926216579294
381,0.00026377926216579294
382,0.00026377926216579294
383,0.0003206802632852367
384,0.00026377926216579294
385,0.00033550818743080117
386,0.00033550818743080117
387,0.00028609585788793917
388,0.00028609585788793917
389,0.00028609585788793917
390,0.00028609585788793917
391,0.00033550818743080117
392,0.00028609585788793917
481,0.0011798969518299308
482,0.0011798969518299308
483,0.0009131074091799645
484,0.0009131074091799645
485,0.0009131074091799645
486,0.0009131074091799645
487,0.0011798969518299308
488,0.0009131074091799645
513,0.0012021156583000676
514,0.0012021156583000676
515,0.0008856338974146845
516,0.0008856338974146845
517,0.0008856338974146845
518,0.0008856338974146845
519,0.0012021156583000676
520,0.0008856338974146845
537,0.0002795605864461113
538,0.0002795605864461113
539,0.000216304334590663
540,0.000216304334590663
541,0.000216304334590663
542,0.000216304334590663
543,0.0002795605864461113
544,0.000216304334590663
929,0.0007902531916789389
930,0.0007902531916789389
931,0.0007407434585910443
932,0.0007407434585910443
933,0.0007407434585910443
934,0.0007407434585910443
935,0.0007902531916789389
936,0.0007407434585910443
937,0.00425624213100067
938,0.00425624213100067
939,0.0019824562656681204
940,0.0019824562656681204
941,0.0019824562656681204
942,0.0019824562656681204
943,0.00425624213100067
944,0.0019824562656681204
945,0.007406119948722255
946,0.007406119948722255
947,0.005008666398403819
948,0.005008666398403819
949,0.005008666398403819
950,0.005008666398403819
951,0.007406119948722255
952,0.005008666398403819
1033,0.0017220185900488944
1034,0.0017220185900488944
1035,0.001067151301135343
1036,0.001067151301135343
1037,0.001067151301135343
1038,0.001067151301135343
1039,0.0017220185900488944
1040,0.001067151301135343
1121,0.0020985824386201236
1122,0.0020985824386201236
1123,0.0016244043815156245
1124,0.0016244043815156245
1125,0.0016244043815156245
1126,0.0016244043815156245
1127,0.0020985824386201236
1128,0.0016244043815156245
1129,0.0011335069086298164
1130,0.0011335069086298164
1131,0.0008771975261637113
1132,0.0008771975261637113
1133,0.0008771975261637113
1134,0.0008771975261637113
1135,0.0011335069086298164
1136,0.0008771975261637113
1137,0.00045164542628566814
1138,0.00045164542628566814
1139,0.00029740610881357534
1140,0.00029740610881357534
1141,0.00029740610881357534
1142,0.00029740610881357534
1143,0.00045164542628566814
1144,0.00029740610881357534
1161,0.00017148187261507774
1162,0.00017148187261507774
1163,0.00014622316167184156
1164,0.00014622316167184156
1165,0.00014622316167184156
1166,0.00014622316167184156
1167,0.00017148187261507774
1168,0.00014622316167184156
25,0.0005976420274007759
26,0.0005976420274007759
27,0.00047798252988631777
28,0.00047798252988631777
29,0.00047798252988631777
30,0.00047798252988631777
31,0.0005976420274007759
32,0.00047798252988631777
33,0.00023567667139750157
34,0.00023567667139750157
35,0.0001884759742464338
36,0.0001884759742464338
37,0.0001884759742464338
38,0.0001884759742464338
39,0.00023567667139750157
40,0.0001884759742464338
41,0.000752423643014074
42,0.000752423643014074
43,0.0006017925320905089
44,0.0006017925320905089
45,0.0006017925320905089
46,0.0006017925320905089
47,0.000752423643014074
48,0.0006017925320905089
49,0.0004230385199110672
50,0.0004230385199110672
51,0.0003383261883381643
52,0.0003383261883381643
53,0.0003383261883381643
54,0.0003383261883381643
55,0.0004230385199110672
56,0.0003383261883381643
57,0.00044230973599182087
58,0.00044230973599182087
59,0.0003453399950848913
60,0.0003453399950848913
61,0.0003453399950848913
62,0.0003453399950848913
63,0.00044230973599182087
64,0.0003453399950848913
65,0.0006021466674748403
66,0.0006021466674748403
67,0.0004815856884680078
68,0.0004815856884680078
69,0.0004815856884680078
70,0.0004815856884680078
71,0.0006021466674748403
72,0.0004815856884680078
73,0.0020208953282867467
74,0.0020208953282867467
75,0.0014878001371818092
76,0.0014878001371818092
77,0.0014878001371818092
78,0.0014878001371818092
79,0.0020208953282867467
80,0.0014878001371818092
81,0.000752423643014074
82,0.000752423643014074
83,0.0006017925320905089
84,0.0006017925320905089
85,0.0006017925320905089
86,0.0006017925320905089
87,0.000752423643014074
88,0.0006017925320905089
89,0.005893984482075555
90,0.005893984482075555
91,0.004415375891546571
92,0.004415375891546571
93,0.004415375891546571
94,0.004415375891546571
95,0.005893984482075555
96,0.004415375891546571
97,0.0016858097351902402
98,0.0016858097351902402
99,0.001261555309596054
100,0.001261555309596054
101,0.001261555309596054
102,0.001261555309596054
103,0.0016858097351902402
104,0.001261555309596054
105,0.00031435681583663865
106,0.00031435681583663865
107,0.0002561401205843374
108,0.0002561401205843374
109,0.0002561401205843374
110,0.0002561401205843374
111,0.00031435681583663865
112,0.0002561401205843374
121,0.00010772183074965113
122,0.00010772183074965113
123,7.668914429147572e-05
124,7.668914429147572e-05
125,7.668914429147572e-05
126,7.668914429147572e-05
127,0.00010772183074965113
128,7.668914429147572e-05
129,0.0003865747509078954
130,0.0003865747509078954
131,0.00028585918455997176
132,0.00028585918455997176
133,0.00028585918455997176
134,0.00028585918455997176
135,0.0003865747509078954
136,0.00028585918455997176
137,0.0009710404754971753
138,0.0009710404754971753
139,0.000736208374041189
140,0.000736208374041189
141,0.000736208374041189
142,0.000736208374041189
143,0.0009710404754971753
144,0.000736208374041189
169,0.0003473422676595758
170,0.0003473422676595758
171,0.00027118706369535416
172,0.00027118706369535416
173,0.00027118706369535416
174,0.00027118706369535416
175,0.0003473422676595758
176,0.00027118706369535416
185,0.0006044377239555227
186,0.0006044377239555227
187,0.0005626614193220175
188,0.0005626614193220175
189,0.0005626614193220175
190,0.0005626614193220175
191,0.0006044377239555227
192,0.0005626614193220175
193,0.0006390240161202142
194,0.0006390240161202142
195,0.0005368733940046856
196,0.0005368733940046856
197,0.0005368733940046856
198,0.0005368733940046856
199,0.0006390240161202142
200,0.0005368733940046856
201,0.0005119672720096021
202,0.0005119672720096021
203,0.0003997322737168215
204,0.0003997322737168215
205,0.0003997322737168215
206,0.0003997322737168215
207,0.0005119672720096021
208,0.0003997322737168215
209,0.0017914689504871018
210,0.0017914689504871018
211,0.0014466623225919515
212,0.0014466623225919515
213,0.0014466623225919515
214,0.0014466623225919515
215,0.0017914689504871018
216,0.0014466623225919515
217,0.0009148957598679735
218,0.0009148957598679735
219,0.0007317624362407147
220,0.0007317624362407147
221,0.0007317624362407147
222,0.0007317624362407147
223,0.0009148957598679735
224,0.0007317624362407147
225,0.00045633491424488235
226,0.00045633491424488235
227,0.0003649575031959086
